 595, 550, 516, 475, 446, 410, 376, 347, 316, 295, 275, 246, 229, 212, 197, 183,2
 700, 668, 630, 600, 575, 543, 518, 494, 466, 445, 421, 405, 387, 367, 355, 333,2
 161, 165, 155, 157, 164, 160, 169, 160, 162, 164, 161, 169, 169, 169, 172, 168,2
 0, 0, 0, 8, 20, 23, 30, 36, 39, 41, 46, 52, 58, 60, 63, 57,2
 0, 0, 0, 0, 9, 7, 19, 19, 16, 24, 20, 28, 37, 40, 44, 40,2
 552, 511, 472, 434, 406, 372, 346, 322, 290, 271, 247, 231, 213, 196, 184, 173,2
 742, 712, 664, 628, 602, 563, 537, 503, 474, 452, 432, 413, 393, 376, 362, 351,2
 202, 200, 202, 200, 203, 199, 198, 195, 191, 189, 183, 182, 187, 185, 184, 177,2
 0, 5, 13, 18, 25, 25, 32, 42, 38, 41, 44, 46, 57, 61, 60, 67,2
 0, 0, 0, 0, 7, 15, 17, 23, 24, 25, 29, 26, 28, 34, 30, 28,2
 477, 438, 404, 373, 348, 326, 304, 275, 256, 235, 222, 204, 191, 174, 162, 155,2
 760, 709, 670, 635, 602, 575, 542, 513, 485, 460, 441, 419, 396, 380, 363, 356,2
 260, 259, 247, 248, 236, 233, 228, 220, 218, 209, 207, 203, 201, 198, 191, 190,2
 2, 2, 12, 20, 33, 39, 45, 48, 50, 55, 58, 70, 68, 69, 70, 72,2
 0, 0, 0, 0, 0, 6, 4, 11, 15, 18, 24, 27, 34, 34, 39, 40,2
 391, 358, 337, 316, 295, 272, 254, 240, 221, 199, 182, 163, 157, 142, 131, 119,2
 757, 709, 669, 632, 596, 563, 530, 502, 476, 451, 420, 402, 377, 361, 346, 324,2
 314, 307, 292, 280, 272, 267, 261, 249, 236, 227, 231, 232, 235, 232, 228, 235,2
 21, 28, 33, 37, 39, 50, 49, 58, 56, 60, 64, 67, 78, 76, 83, 84,2
 0, 0, 0, 1, 7, 12, 13, 20, 18, 22, 28, 30, 37, 35, 39, 43,2
 168, 160, 150, 143, 135, 118, 104, 90, 79, 73, 57, 53, 49, 38, 41, 25,2
 583, 531, 491, 453, 421, 392, 356, 334, 297, 275, 257, 234, 224, 204, 191, 175,2
 724, 691, 655, 622, 595, 560, 532, 504, 476, 452, 432, 410, 391, 380, 352, 347,2
 165, 162, 168, 154, 162, 162, 163, 170, 165, 167, 167, 171, 176, 170, 173, 166,2
 11, 21, 24, 40, 42, 49, 50, 53, 56, 58, 61, 63, 70, 70, 66, 81,2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 13, 22, 19, 27,2
 224, 205, 185, 177, 162, 154, 140, 128, 119, 110, 107, 102, 91, 82, 69, 67,2
 737, 690, 644, 596, 565, 537, 500, 477, 443, 417, 396, 367, 357, 328, 314, 290,2
 472, 451, 434, 419, 407, 396, 376, 362, 333, 315, 302, 289, 284, 282, 280, 278,2
 47, 53, 61, 66, 68, 70, 74, 76, 80, 76, 82, 84, 87, 91, 88, 86,2
 0, 0, 0, 4, 5, 13, 18, 27, 24, 29, 29, 34, 41, 40, 46, 42,2
 256, 236, 214, 203, 190, 181, 162, 150, 137, 125, 120, 107, 105, 95, 91, 87,2
 741, 692, 653, 605, 575, 536, 500, 474, 441, 420, 398, 369, 348, 332, 314, 303,2
 410, 402, 388, 376, 365, 354, 347, 339, 329, 323, 311, 300, 295, 279, 264, 248,2
 39, 41, 45, 55, 64, 69, 70, 73, 70, 73, 82, 78, 86, 89, 86, 94,2
 0, 0, 0, 0, 4, 11, 13, 23, 25, 25, 33, 29, 35, 41, 42, 43,2
 282, 263, 250, 231, 222, 209, 187, 184, 166, 156, 141, 127, 126, 113, 106, 97,2
 748, 703, 660, 621, 580, 553, 518, 481, 454, 420, 401, 369, 354, 335, 317, 302,2
 359, 352, 346, 335, 329, 324, 315, 312, 301, 295, 295, 285, 285, 272, 273, 270,2
 27, 30, 34, 45, 50, 58, 62, 65, 68, 74, 78, 75, 84, 86, 88, 90,2
 0, 0, 0, 0, 7, 9, 11, 18, 17, 24, 26, 30, 36, 39, 43, 41,2
 315, 294, 268, 242, 231, 215, 200, 190, 174, 168, 154, 147, 135, 127, 122, 106,2
 749, 704, 661, 624, 590, 548, 523, 491, 463, 441, 406, 388, 365, 350, 327, 307,2
 327, 308, 295, 292, 291, 288, 278, 278, 269, 267, 265, 262, 265, 261, 259, 256,2
 16, 24, 33, 38, 42, 45, 52, 57, 55, 59, 59, 71, 80, 76, 81, 81,2
 0, 0, 0, 3, 12, 13, 23, 19, 17, 29, 25, 32, 32, 33, 37, 39,2
 365, 335, 310, 285, 265, 241, 218, 203, 183, 171, 161, 150, 140, 133, 129, 118,2
 755, 708, 669, 631, 591, 563, 529, 504, 472, 442, 422, 394, 379, 363, 338, 326,2
 309, 305, 287, 282, 269, 256, 251, 236, 224, 225, 218, 226, 223, 231, 227, 222,2
 12, 25, 28, 34, 44, 49, 50, 51, 52, 59, 62, 63, 67, 70, 77, 82,2
 0, 0, 0, 0, 1, 10, 8, 18, 24, 23, 24, 30, 31, 37, 39, 36,2
 376, 349, 325, 315, 291, 271, 246, 228, 204, 188, 167, 157, 146, 133, 121, 112,2
 756, 715, 679, 632, 602, 567, 539, 513, 483, 450, 432, 406, 391, 368, 349, 329,2
 295, 286, 277, 265, 260, 252, 248, 242, 233, 227, 220, 217, 206, 202, 200, 199,2
 6, 12, 18, 33, 36, 49, 45, 52, 57, 64, 63, 67, 62, 75, 71, 77,2
 0, 0, 0, 0, 0, 0, 0, 15, 9, 16, 21, 22, 35, 34, 38, 39,2
 415, 389, 353, 329, 307, 285, 267, 247, 230, 212, 197, 184, 170, 157, 142, 128,2
 760, 714, 674, 637, 609, 576, 544, 514, 486, 459, 437, 414, 398, 378, 359, 348,2
 305, 295, 293, 275, 272, 263, 252, 253, 237, 235, 228, 219, 223, 213, 212, 208,2
 0, 0, 10, 17, 27, 30, 41, 46, 50, 58, 56, 63, 69, 67, 75, 72,2
 0, 0, 0, 6, 1, 8, 0, 7, 4, 0, 11, 1, 9, 14, 18, 31,2
 304, 274, 253, 234, 212, 199, 180, 158, 142, 132, 111, 99, 92, 76, 75, 76,2
 754, 708, 675, 637, 612, 580, 550, 528, 501, 486, 459, 445, 430, 405, 389, 376,2
 385, 368, 359, 346, 336, 329, 316, 309, 295, 291, 279, 277, 272, 267, 261, 263,2
 1, 16, 9, 19, 28, 25, 37, 33, 40, 39, 45, 58, 61, 73, 79, 84,2
 0, 0, 0, 0, 7, 12, 13, 26, 24, 27, 28, 22, 30, 22, 16, 19,2
 371, 344, 307, 288, 256, 231, 216, 191, 176, 162, 145, 134, 122, 112, 82, 87,2
 762, 720, 679, 639, 614, 581, 554, 524, 484, 477, 451, 438, 418, 400, 387, 385,2
 350, 341, 336, 331, 329, 317, 304, 300, 292, 287, 283, 269, 273, 263, 263, 257,2
 3, 15, 10, 27, 28, 35, 39, 36, 40, 44, 45, 46, 52, 62, 64, 77,2
 0, 0, 0, 0, 0, 10, 12, 24, 19, 19, 18, 22, 30, 34, 25, 23,2
 352, 328, 295, 257, 247, 219, 207, 183, 162, 147, 135, 122, 108, 95, 75, 72,2
 761, 712, 677, 637, 611, 579, 547, 518, 497, 474, 461, 439, 420, 401, 386, 380,2
 397, 387, 372, 363, 345, 339, 325, 319, 312, 293, 292, 280, 280, 275, 261, 261,2
 0, 2, 13, 14, 27, 33, 42, 52, 47, 59, 64, 65, 79, 77, 87, 86,2
 0, 0, 0, 0, 3, 10, 6, 6, 5, 0, 10, 10, 12, 13, 12, 23,2
 263, 235, 218, 210, 189, 169, 149, 132, 124, 110, 107, 92, 90, 82, 75, 71,2
 743, 691, 644, 610, 572, 530, 499, 465, 438, 414, 392, 370, 351, 336, 313, 302,2
 722, 700, 665, 642, 624, 592, 576, 546, 522, 480, 450, 427, 404, 400, 387, 384,2
 101, 98, 99, 105, 105, 108, 104, 113, 102, 110, 105, 114, 115, 110, 118, 117,2
 0, 0, 0, 0, 11, 10, 13, 20, 17, 24, 22, 28, 35, 32, 29, 37,2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2
 733, 680, 637, 592, 556, 521, 485, 456, 416, 387, 359, 319, 296, 267, 244, 219,2
 769, 731, 701, 670, 649, 630, 592, 588, 564, 554, 531, 510, 493, 468, 440, 415,2
 137, 139, 136, 146, 141, 140, 131, 122, 125, 123, 129, 141, 153, 160, 168, 179,2
 0, 0, 0, 0, 3, 11, 11, 22, 28, 27, 32, 34, 39, 46, 44, 45,2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1,2
 550, 509, 477, 433, 395, 369, 333, 314, 279, 252, 235, 205, 188, 178, 143, 140,2
 769, 730, 695, 660, 629, 607, 580, 562, 523, 495, 482, 454, 453, 418, 405, 385,2
 311, 297, 290, 287, 293, 290, 281, 276, 268, 263, 273, 260, 255, 251, 246, 252,2
 5, 6, 16, 22, 25, 39, 26, 42, 35, 40, 54, 45, 63, 63, 70, 73,2
 0, 0, 0, 8, 5, 13, 5, 14, 14, 12, 15, 3, 18, 19, 22, 20,2
 259, 230, 224, 193, 176, 165, 139, 129, 109, 104, 108, 95, 89, 77, 62, 53,2
 756, 724, 688, 642, 615, 580, 552, 527, 489, 472, 444, 424, 402, 380, 367, 342,2
 514, 492, 468, 453, 433, 417, 390, 371, 354, 337, 336, 335, 335, 335, 338, 327,2
 43, 47, 54, 58, 62, 70, 71, 81, 79, 78, 87, 90, 96, 96, 108, 103,2
 0, 0, 0, 0, 0, 0, 5, 12, 11, 15, 11, 22, 27, 36, 37, 30,2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2
 734, 675, 641, 595, 567, 526, 494, 469, 443, 421, 393, 361, 346, 325, 317, 287,2
 760, 738, 708, 673, 628, 579, 550, 522, 503, 496, 475, 471, 456, 444, 434, 423,2
 117, 125, 123, 123, 129, 121, 127, 128, 125, 135, 126, 138, 130, 121, 114, 122,2
 0, 0, 0, 0, 3, 7, 12, 17, 17, 24, 25, 22, 33, 35, 39, 46,2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2
 612, 571, 515, 480, 439, 406, 369, 343, 307, 289, 254, 242, 220, 201, 179, 161,2
 750, 706, 660, 638, 605, 586, 566, 534, 517, 497, 476, 465, 433, 421, 409, 389,2
 266, 259, 255, 257, 245, 245, 245, 242, 242, 234, 235, 238, 239, 246, 233, 237,2
 0, 0, 6, 19, 28, 23, 36, 50, 45, 46, 48, 51, 55, 63, 58, 62,2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2,2
 311, 287, 253, 236, 220, 197, 181, 150, 136, 123, 110, 99, 86, 84, 83, 71,2
 757, 715, 674, 647, 619, 590, 550, 531, 504, 481, 451, 433, 408, 391, 376, 358,2
 485, 459, 440, 415, 396, 387, 372, 362, 341, 326, 316, 299, 295, 280, 278, 284,2
 35, 41, 51, 52, 61, 59, 65, 72, 64, 72, 77, 79, 89, 89, 97, 96,2
 0, 0, 0, 2, 0, 8, 3, 12, 15, 13, 18, 24, 22, 37, 34, 36,2
 39, 30, 32, 35, 35, 28, 23, 19, 20, 19, 9, 1, 4, 0, 0, 0,2
 743, 688, 657, 605, 564, 530, 494, 475, 434, 411, 392, 370, 360, 329, 304, 297,2
 762, 723, 692, 662, 635, 614, 579, 544, 510, 475, 460, 444, 439, 421, 421, 412,2
 106, 103, 109, 104, 110, 111, 112, 109, 110, 107, 112, 114, 121, 119, 122, 119,2
 0, 0, 0, 0, 2, 8, 9, 19, 24, 26, 22, 23, 36, 34, 42, 44,2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2
 673, 623, 568, 517, 478, 431, 398, 354, 326, 299, 276, 264, 236, 213, 195, 178,2
 759, 715, 674, 635, 596, 564, 532, 513, 483, 470, 453, 435, 426, 412, 399, 387,2
 281, 290, 276, 288, 275, 275, 271, 265, 261, 247, 242, 236, 236, 242, 243, 236,2
 0, 0, 1, 0, 14, 14, 29, 38, 30, 45, 44, 54, 59, 60, 66, 65,2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 12,2
 448, 417, 372, 343, 311, 283, 260, 227, 209, 186, 173, 156, 137, 130, 107, 97,2
 761, 717, 678, 645, 611, 578, 554, 528, 493, 469, 452, 426, 419, 402, 384, 379,2
 353, 355, 339, 332, 334, 315, 310, 299, 290, 286, 274, 269, 267, 264, 257, 250,2
 0, 3, 12, 14, 28, 25, 34, 39, 44, 49, 56, 67, 69, 71, 75, 82,2
 0, 0, 0, 9, 1, 8, 4, 1, 9, 1, 12, 3, 10, 25, 15, 31,2
 278, 258, 250, 234, 212, 206, 183, 167, 156, 145, 137, 134, 131, 115, 108, 87,2
 756, 716, 676, 646, 614, 586, 558, 527, 492, 475, 455, 434, 411, 380, 375, 354,2
 455, 443, 424, 414, 396, 372, 361, 348, 343, 320, 312, 300, 284, 281, 258, 256,2
 17, 25, 35, 43, 51, 56, 63, 69, 65, 72, 65, 72, 82, 77, 88, 78,2
 0, 0, 0, 2, 2, 10, 13, 19, 20, 18, 27, 24, 34, 36, 31, 43,2
 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 13, 12, 19, 22,2
 533, 495, 453, 424, 382, 360, 326, 297, 276, 241, 225, 194, 175, 164, 146, 136,2
 757, 732, 681, 656, 624, 602, 586, 550, 525, 501, 480, 464, 447, 421, 405, 386,2
 258, 254, 244, 235, 238, 231, 232, 229, 215, 222, 226, 232, 232, 229, 226, 230,2
 0, 0, 0, 16, 14, 28, 27, 33, 45, 51, 56, 54, 55, 59, 63, 69,2
 0, 0, 0, 0, 0, 8, 2, 14, 17, 19, 24, 21, 29, 30, 32, 31,2
 168, 160, 151, 136, 113, 105, 88, 78, 57, 48, 39, 37, 36, 32, 33, 25,2
 766, 709, 673, 632, 600, 573, 537, 508, 469, 452, 424, 405, 384, 361, 344, 322,2
